Order_ID,Order_Date,City,Area,Outlet_ID,Outlet_Name,Outlet_Location,Outlet_Size,Category,Brand,MRP,Discount_%,Selling_Price,Quantity,Sales,Cost,Profit,Payment_Mode,Delivery_Time_Minutes,Rating
ORD0300,16-06-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Household,Aashirvaad,128,20,102.4,3,307.2,239.03,68.17,Credit Card,22,3.9
ORD0301,02-04-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Grocery,MDH,409,15,347.65,7,2433.55,1631.84,801.71,UPI,18,4.3
ORD0302,14-02-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Snacks,Amul,405,5,384.75,8,3078,2391.38,686.62,Cash,20,4.4
ORD0303,06-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Beverages,Amul,368,15,312.8,6,1876.8,1520.79,356.01,Credit Card,8,4.5
ORD0304,07-03-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Grocery,MDH,417,25,312.75,5,1563.75,1303.21,260.54,UPI,28,4.6
ORD0305,16-03-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Household,Amul,153,10,137.7,7,963.9,811.29,152.61,Debit Card,22,4.2
ORD0306,09-04-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Snacks,Britannia,258,20,206.4,5,1032,743.53,288.47,Credit Card,10,4.6
ORD0307,08-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Bakery,MDH,490,5,465.5,2,931,745.92,185.08,UPI,10,4.5
ORD0308,15-02-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Frozen Foods,Aashirvaad,286,20,228.8,7,1601.6,1359.74,241.86,Debit Card,12,4.4
ORD0309,11-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Grocery,Nestle,393,10,353.7,4,1414.8,1033.28,381.52,Debit Card,25,3.9
ORD0310,23-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Frozen Foods,Amul,484,5,459.8,1,459.8,308.22,151.58,Cash,40,4.2
ORD0311,13-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Snacks,Nestle,331,20,264.8,3,794.4,674.94,119.46,Credit Card,15,4.4
ORD0312,23-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Bakery,Parle,145,25,108.75,5,543.75,409.99,133.76,Credit Card,28,4.3
ORD0313,08-04-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Grocery,Parle,398,5,378.1,5,1890.5,1343.95,546.55,Cash,12,3.9
ORD0314,30-05-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Household,Nestle,383,15,325.55,8,2604.4,2034.72,569.68,Cash,25,4.9
ORD0315,18-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Household,Amul,389,5,369.55,6,2217.3,1445.02,772.28,Credit Card,15,4.8
ORD0316,24-04-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Beverages,Amul,152,10,136.8,8,1094.4,800.23,294.17,Cash,22,4.8
ORD0317,08-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Fruits,Fortune,75,10,67.5,2,135,109.74,25.26,Debit Card,15,4.6
ORD0318,22-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Dairy,MDH,460,10,414,3,1242,843.51,398.49,UPI,15,4.7
ORD0319,24-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Bakery,Fortune,262,10,235.8,5,1179,932.87,246.13,UPI,40,4
ORD0320,30-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Snacks,Parle,478,20,382.4,5,1912,1532.72,379.28,Credit Card,20,4.5
ORD0321,25-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Snacks,Parle,127,10,114.3,7,800.1,675.95,124.15,Cash,35,4.5
ORD0322,21-04-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Bakery,Tata,151,20,120.8,3,362.4,288.34,74.06,UPI,20,3.9
ORD0323,31-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Frozen Foods,Tata,385,25,288.75,2,577.5,408.96,168.54,Cash,25,4.1
ORD0324,01-05-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Beverages,Parle,356,25,267,2,534,368.6,165.4,UPI,30,4.5
ORD0325,13-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Household,Nestle,226,10,203.4,3,610.2,476.75,133.45,Debit Card,25,4.1
ORD0326,24-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Dairy,Tata,141,5,133.95,5,669.75,543.7,126.05,Cash,30,4.3
ORD0327,28-06-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Bakery,Nestle,67,5,63.65,2,127.3,93.26,34.04,UPI,20,4.7
ORD0328,15-06-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Grocery,Fortune,234,10,210.6,2,421.2,301.72,119.48,Credit Card,10,3.9
ORD0329,19-05-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Household,MDH,109,10,98.1,8,784.8,552.57,232.23,Cash,12,4.5
ORD0330,14-03-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Beverages,Fortune,309,15,262.65,6,1575.9,1323.57,252.33,Cash,40,4.8
ORD0331,14-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Beverages,Britannia,172,5,163.4,1,163.4,109.67,53.73,UPI,12,4
ORD0332,29-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Dairy,Tata,65,20,52,7,364,282.04,81.96,Cash,15,4.1
ORD0333,28-03-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Fruits,Britannia,413,5,392.35,4,1569.4,1043.04,526.36,Cash,18,4.2
ORD0334,16-04-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Fruits,Tata,353,10,317.7,1,317.7,226.68,91.02,Cash,12,4.7
ORD0335,26-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Household,Tata,127,15,107.95,3,323.85,223.7,100.15,UPI,25,3.8
ORD0336,12-06-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Beverages,Amul,448,15,380.8,2,761.6,609.5,152.1,Credit Card,22,3.9
ORD0337,08-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Grocery,Parle,348,10,313.2,8,2505.6,1965.75,539.85,UPI,40,4.4
ORD0338,12-05-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Dairy,Tata,134,20,107.2,7,750.4,611.6,138.8,Credit Card,15,4.1
ORD0339,28-05-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Fruits,Aashirvaad,284,25,213,4,852,703.34,148.66,Debit Card,35,4.6
ORD0340,28-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Household,Aashirvaad,472,20,377.6,7,2643.2,2219.29,423.91,Credit Card,8,4.2
ORD0341,04-06-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Frozen Foods,Fortune,58,5,55.1,8,440.8,323.43,117.37,Credit Card,28,4.1
ORD0342,23-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Snacks,MDH,251,20,200.8,1,200.8,142.25,58.55,Debit Card,35,4.4
ORD0343,17-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Grocery,Nestle,111,10,99.9,1,99.9,72.44,27.46,Cash,20,4
ORD0344,23-03-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Beverages,Fortune,467,25,350.25,7,2451.75,1744.94,706.81,Debit Card,28,3.8
ORD0345,18-06-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Household,Tata,103,10,92.7,8,741.6,565.88,175.72,Debit Card,12,4.9
ORD0346,26-03-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Grocery,Parle,391,20,312.8,2,625.6,470.99,154.61,Credit Card,18,4.6
ORD0347,27-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Small,Fruits,Tata,317,5,301.15,8,2409.2,1803.69,605.51,Debit Card,25,4.2
ORD0348,25-03-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Snacks,Amul,127,25,95.25,8,762,500.65,261.35,Credit Card,12,4
ORD0349,31-05-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Grocery,Britannia,310,5,294.5,7,2061.5,1411.54,649.96,Credit Card,28,3.8
ORD0350,03-04-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,High,Grocery,Nestle,258,5,245.1,7,1715.7,1284.37,431.33,Cash,30,4.4
ORD0351,21-02-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Fruits,Fortune,456,25,342,6,2052,1700.58,351.42,Credit Card,40,4.4
ORD0352,03-04-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Snacks,Parle,77,25,57.75,5,288.75,243.79,44.96,Credit Card,25,4
ORD0353,03-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Household,Aashirvaad,274,20,219.2,2,438.4,344.72,93.68,Debit Card,18,3.9
ORD0354,22-03-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Snacks,Parle,280,25,210,7,1470,1142.81,327.19,Debit Card,35,4.5
ORD0355,12-04-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Grocery,Tata,435,5,413.25,5,2066.25,1504.91,561.34,Credit Card,25,4.7
ORD0356,03-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Beverages,Tata,322,25,241.5,5,1207.5,870.28,337.22,UPI,30,4.6
ORD0357,15-02-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Dairy,Aashirvaad,477,5,453.15,5,2265.75,1547.92,717.83,Debit Card,40,4.8
ORD0358,17-02-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Snacks,Aashirvaad,250,20,200,6,1200,863.93,336.07,Credit Card,12,4.1
ORD0359,20-06-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Bakery,Aashirvaad,261,5,247.95,1,247.95,203.41,44.54,Cash,30,4.7
ORD0360,14-03-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Bakery,Parle,127,10,114.3,4,457.2,342.95,114.25,Cash,35,4.6
ORD0361,04-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Grocery,Britannia,363,15,308.55,2,617.1,496.34,120.76,Cash,18,3.9
ORD0362,13-05-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Dairy,Nestle,460,5,437,6,2622,1716.53,905.47,Cash,8,4.3
ORD0363,01-06-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Fruits,Amul,278,15,236.3,1,236.3,199.78,36.52,Debit Card,10,4.4
ORD0364,28-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Beverages,Parle,372,15,316.2,6,1897.2,1434.55,462.65,UPI,15,4.7
ORD0365,17-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Grocery,Tata,465,25,348.75,5,1743.75,1281.28,462.47,UPI,22,4.3
ORD0366,17-05-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Grocery,Tata,259,10,233.1,1,233.1,189.01,44.09,Debit Card,30,4
ORD0367,07-06-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Dairy,Aashirvaad,399,25,299.25,8,2394,1647.42,746.58,Cash,18,4.7
ORD0368,20-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Beverages,Parle,426,25,319.5,1,319.5,235.7,83.8,Cash,28,4.7
ORD0369,22-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Medium,Fruits,Parle,432,5,410.4,1,410.4,271.91,138.49,Credit Card,35,4
ORD0370,14-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Household,Aashirvaad,231,15,196.35,2,392.7,258.73,133.97,UPI,40,4.3
ORD0371,01-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Dairy,Nestle,225,5,213.75,3,641.25,463.48,177.77,Credit Card,25,4.9
ORD0372,23-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Grocery,Amul,485,5,460.75,5,2303.75,1731.47,572.28,Cash,40,4.1
ORD0373,22-04-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Snacks,Amul,273,20,218.4,3,655.2,532.27,122.93,UPI,15,4.7
ORD0374,23-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Fruits,Britannia,244,5,231.8,1,231.8,188.37,43.43,UPI,20,4.2
ORD0375,22-02-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Bakery,Tata,286,20,228.8,4,915.2,596.22,318.98,UPI,30,4.9
ORD0376,26-05-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Fruits,MDH,275,20,220,8,1760,1412.12,347.88,Cash,22,4.6
ORD0377,31-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Bakery,Tata,417,20,333.6,8,2668.8,2058.12,610.68,Cash,15,3.8
ORD0378,21-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Fruits,MDH,453,10,407.7,1,407.7,284.79,122.91,UPI,22,4.1
ORD0379,09-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Fruits,MDH,446,5,423.7,7,2965.9,2083.81,882.09,UPI,40,3.9
ORD0380,24-03-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Bakery,Amul,463,25,347.25,3,1041.75,805.46,236.29,UPI,8,4.5
ORD0381,19-06-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Grocery,MDH,307,25,230.25,2,460.5,364.34,96.16,Debit Card,35,3.8
ORD0382,16-06-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Beverages,Aashirvaad,62,10,55.8,8,446.4,308.8,137.6,UPI,30,5
ORD0383,03-03-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Dairy,Nestle,316,15,268.6,2,537.2,358.62,178.58,Credit Card,18,4.2
ORD0384,02-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Dairy,Amul,125,20,100,6,600,482.25,117.75,UPI,35,4.6
ORD0385,15-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Beverages,Tata,159,25,119.25,7,834.75,618.65,216.1,UPI,8,4.7
ORD0386,15-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Grocery,MDH,393,10,353.7,7,2475.9,2006.04,469.86,Credit Card,40,4
ORD0387,25-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Frozen Foods,Fortune,483,15,410.55,1,410.55,293.5,117.05,Debit Card,30,4.8
ORD0388,06-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Beverages,Nestle,190,10,171,1,171,125.25,45.75,Credit Card,8,4.7
ORD0389,22-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Household,Nestle,225,5,213.75,3,641.25,430.26,210.99,UPI,28,3.9
ORD0390,18-05-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Bakery,Tata,132,10,118.8,1,118.8,92.66,26.14,Cash,15,4.1
ORD0391,15-02-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Frozen Foods,Fortune,415,15,352.75,7,2469.25,1958.51,510.74,Credit Card,22,4.1
ORD0392,08-06-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Snacks,Tata,64,5,60.8,4,243.2,189.26,53.94,UPI,40,4.3
ORD0393,20-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Dairy,MDH,82,5,77.9,1,77.9,51.78,26.12,Credit Card,25,4
ORD0394,26-06-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Frozen Foods,Tata,180,15,153,7,1071,783.75,287.25,Debit Card,20,4.2
ORD0395,23-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Household,Parle,65,20,52,4,208,139.63,68.37,UPI,15,3.9
ORD0396,16-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Snacks,MDH,130,25,97.5,5,487.5,381.34,106.16,UPI,8,4.3
ORD0397,17-03-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Grocery,Fortune,341,25,255.75,4,1023,677.65,345.35,Credit Card,20,4.5
ORD0398,12-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Dairy,Britannia,120,15,102,5,510,369.29,140.71,Cash,18,4.7
ORD0399,04-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Frozen Foods,Parle,164,10,147.6,4,590.4,473.81,116.59,UPI,8,3.9
ORD0400,01-05-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Frozen Foods,Tata,478,15,406.3,4,1625.2,1147.99,477.21,UPI,25,4.5
ORD0401,14-02-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Small,Bakery,MDH,97,20,77.6,2,155.2,115.93,39.27,UPI,10,4
ORD0402,28-03-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Fruits,Tata,234,20,187.2,8,1497.6,1045.05,452.55,Cash,25,4.7
ORD0403,21-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Fruits,Britannia,362,20,289.6,2,579.2,383.42,195.78,Cash,28,4.8
ORD0404,28-04-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Snacks,Tata,101,5,95.95,8,767.6,539.67,227.93,Debit Card,35,4.2
ORD0405,02-05-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Grocery,Fortune,193,15,164.05,2,328.1,221.12,106.98,UPI,35,4.6
ORD0406,01-03-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Snacks,Nestle,62,20,49.6,1,49.6,37.57,12.03,Cash,22,4.8
ORD0407,16-06-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Beverages,Amul,429,5,407.55,6,2445.3,1910.49,534.81,Debit Card,40,3.9
ORD0408,05-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Grocery,Nestle,485,5,460.75,5,2303.75,1699.71,604.04,Cash,10,4.3
ORD0409,03-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Frozen Foods,Britannia,56,15,47.6,8,380.8,265.27,115.53,Cash,15,4.8
ORD0410,24-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Bakery,Fortune,208,20,166.4,5,832,578.45,253.55,Credit Card,22,4.6
ORD0411,01-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Grocery,MDH,341,15,289.85,3,869.55,606.67,262.88,Debit Card,28,4.5
ORD0412,12-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Snacks,Fortune,120,15,102,4,408,311.07,96.93,Cash,30,4.2
ORD0413,30-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Bakery,Parle,135,10,121.5,7,850.5,581.32,269.18,Cash,12,4.9
ORD0414,27-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Grocery,Tata,414,20,331.2,2,662.4,437.39,225.01,Credit Card,12,4.8
ORD0415,19-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Dairy,MDH,87,25,65.25,7,456.75,374.43,82.32,Cash,25,4.6
ORD0416,01-06-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Bakery,Fortune,398,15,338.3,4,1353.2,997.58,355.62,Credit Card,35,4.1
ORD0417,15-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Frozen Foods,Britannia,318,15,270.3,2,540.6,427.19,113.41,Credit Card,8,4.3
ORD0418,01-03-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Dairy,Britannia,397,10,357.3,8,2858.4,2405.91,452.49,Debit Card,22,5
ORD0419,04-04-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Beverages,Britannia,239,15,203.15,7,1422.05,1112.99,309.06,Credit Card,10,3.8
ORD0420,01-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Frozen Foods,Nestle,257,25,192.75,7,1349.25,1051.43,297.82,Credit Card,20,4.6
ORD0421,23-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Snacks,Aashirvaad,211,10,189.9,8,1519.2,1198.08,321.12,Credit Card,10,5
ORD0422,30-06-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Beverages,Nestle,477,25,357.75,4,1431,1111.77,319.23,Credit Card,35,4.1
ORD0423,04-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Bakery,Parle,357,20,285.6,1,285.6,196.97,88.63,UPI,10,4.8
ORD0424,14-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Beverages,Amul,93,10,83.7,1,83.7,57.31,26.39,UPI,10,3.9
ORD0425,14-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Household,Parle,151,10,135.9,8,1087.2,779.6,307.6,Debit Card,40,4.4
ORD0426,09-03-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Dairy,Amul,220,5,209,2,418,293.77,124.23,Credit Card,12,4.8
ORD0427,04-06-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Fruits,Fortune,224,25,168,8,1344,911.52,432.48,Debit Card,22,4.2
ORD0428,25-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Small,Snacks,Britannia,167,15,141.95,2,283.9,230.07,53.83,Debit Card,25,4.7
ORD0429,05-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Beverages,Britannia,368,5,349.6,8,2796.8,2133.97,662.83,UPI,35,4.3
ORD0430,08-01-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Fruits,Britannia,306,20,244.8,6,1468.8,1167.53,301.27,Credit Card,15,4.6
ORD0431,21-03-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Grocery,Fortune,364,10,327.6,3,982.8,679.04,303.76,Cash,8,4.1
ORD0432,20-03-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Household,Tata,473,15,402.05,7,2814.35,2006.89,807.46,Credit Card,8,4.2
ORD0433,20-02-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Medium,Dairy,Nestle,127,10,114.3,4,457.2,339.4,117.8,Debit Card,28,4.2
ORD0434,18-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Beverages,MDH,104,5,98.8,7,691.6,510.03,181.57,Credit Card,25,4.9
ORD0435,22-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Fruits,Tata,444,15,377.4,8,3019.2,2433.33,585.87,Debit Card,10,4.6
ORD0436,25-06-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Fruits,Parle,118,5,112.1,3,336.3,222.85,113.45,UPI,35,4.7
ORD0437,25-01-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Fruits,Amul,316,5,300.2,3,900.6,656.33,244.27,Credit Card,35,4
ORD0438,17-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Bakery,Fortune,408,5,387.6,6,2325.6,1587.91,737.69,Cash,12,4.3
ORD0439,04-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Dairy,Tata,412,15,350.2,6,2101.2,1417.58,683.62,Credit Card,40,4.9
ORD0440,15-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Bakery,Britannia,292,10,262.8,3,788.4,607.71,180.69,Cash,40,4
ORD0441,08-01-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Frozen Foods,Fortune,104,25,78,6,468,379.28,88.72,Credit Card,20,4
ORD0442,01-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Household,Amul,399,10,359.1,7,2513.7,1662.25,851.45,Credit Card,30,3.8
ORD0443,10-03-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Grocery,Nestle,217,10,195.3,6,1171.8,953.59,218.21,Credit Card,22,4.3
ORD0444,26-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Fruits,Fortune,166,5,157.7,7,1103.9,884.51,219.39,Cash,18,4.1
ORD0445,19-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Household,Amul,244,20,195.2,5,976,660.48,315.52,Credit Card,12,4.8
ORD0446,21-05-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Household,MDH,488,25,366,1,366,295.99,70.01,Debit Card,40,4.8
ORD0447,26-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Household,Amul,423,15,359.55,6,2157.3,1509.83,647.47,UPI,15,4.2
ORD0448,29-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Bakery,Parle,84,20,67.2,1,67.2,46.35,20.85,Debit Card,22,4.2
ORD0449,21-03-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,High,Household,Tata,290,15,246.5,6,1479,1178.39,300.61,UPI,25,4.3
